Region,Habitat,Station,Minute,Date,Start time,Start longitude,Start latitude,End time,End longitude,End latitude,TransectLength_m,AvWidth_m,SurveyArea_m,AvDepth_m,%LCF,%DCF,%CFW,%SEDIMENT+CR,%SEDIMENT, %CR,LEPNO,LEPWEIGHT,SYNNO,SYNWEIGHT,SIGNO,MORANO,MORAWEIGHT,CHIMNO,CHIMWEIGHT,HELINO,HELIWEIGHT,LOPHINO,LOPHIWEIGH,MOLVANO,MOLVAWEIGH,BROSMENO,BROSMEWEIG,HOPLONO,HOPLOWEIGH,PHYCISNO,PHYCISWEIG,PSEUDONO,RAJANO,ALLNO,ALLWEIGHT
Hatton Bank,HK,151,26-30,10/07/2008,09:09:27,-18.396791,58.828697,09:14:27,-18.397659,58.829347,90.39,1.818,164.44,710.97,0,99.8,100,0,0,0,6,0.33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.33
Hatton Bank,HK,151,31-35,10/07/2008,09:14:27,-18.397659,58.829347,09:19:27,-18.398301,58.829414,86.45,1.678,148.22,710.04,0,86,86,13,NA,NA,5,0.11,0,0,1,0,0,1,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.02
Hatton Bank,HK,151,36-40,10/07/2008,09:19:27,-18.398301,58.829414,09:24:27,-18.398468,58.830434,121.87,1.4,170.24,708.5,0,95,95,4,NA,NA,5,0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.38
Hatton Bank,HK,151,41-45,10/07/2008,09:24:27,-18.398468,58.830434,09:29:27,-18.399244,58.831018,127.65,1.702,225.3,707.9,0,99,100,0,0,0,6,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.36
Hatton Bank,HK,151,46-50,10/07/2008,09:29:27,-18.399244,58.831018,09:34:27,-18.399971,58.831942,125.83,1.924,265.76,716.24,0,97,98,1,NA,NA,7,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.58
Hatton Bank,HK,151,51-55,10/07/2008,09:34:27,-18.399971,58.831942,09:39:27,-18.400504,58.832694,110.12,1.608,206,726.16,0.4,98.6,100,0,0,0,2,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.37
Hatton Bank,HK,151,56-57,10/07/2008,09:39:27,-18.400504,58.832694,09:41:27,-18.400565,58.832578,16.25,1.5,15.69,727.4,1,98,100,0,0,0,6,0.25,0,0,0,1,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.63
Hatton Bank,HK,152,1-5,10/07/2008,10:44:28,-18.432524,58.778398,10:49:28,-18.431602,58.777766,95.44,2.08,192.73,664.39,0,0,0,100,NA,NA,8,0.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.51
Hatton Bank,HK,152,6-10,10/07/2008,10:49:28,-18.431602,58.777766,10:54:28,-18.430408,58.776939,115.92,1.542,178.65,651.13,0,89,89,10,NA,NA,2,0.13,0,0,1,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.43
Hatton Bank,HK,152,11-15,10/07/2008,10:54:28,-18.430408,58.776939,10:59:28,-18.429163,58.776158,115.43,1.518,175.05,637.56,0,18.6,19,80,NA,NA,5,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.46
Hatton Bank,HK,152,16-20,10/07/2008,10:59:28,-18.429163,58.776158,11:04:28,-18.427743,58.775359,122.47,1.626,204.03,627.36,0,99,100,0,0,0,1,0.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05
Hatton Bank,HK,152,21-25,10/07/2008,11:04:28,-18.427743,58.775359,11:09:28,-18.426462,58.774395,139.95,1.652,232.6,619,0,0,0,100,NA,NA,6,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.46
Hatton Bank,HK,152,26-30,10/07/2008,11:09:28,-18.426462,58.774395,11:14:28,-18.425388,58.773829,89.47,1.536,138.08,610.1,0,17,17,82,NA,NA,6,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.49
Hatton Bank,HK,152,31-35,10/07/2008,11:14:28,-18.425388,58.773829,11:19:28,-18.424079,58.773006,119.8,1.668,199.43,602.35,0,98,98,1,NA,NA,5,0.12,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,6,0.37
Hatton Bank,HK,152,36-40,10/07/2008,11:19:28,-18.424079,58.773006,11:24:28,-18.422539,58.772178,128.78,1.482,191.76,592.19,0,91,91,8,NA,NA,6,0.3,0,0,0,1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.53
Hatton Bank,HK,152,41-45,10/07/2008,11:24:28,-18.422539,58.772178,11:29:28,-18.422085,58.77148,89.87,1.802,162.33,583.85,0,99.2,100,0,0,0,7,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.31
Hatton Bank,HK,152,46-50,10/07/2008,11:29:28,-18.422085,58.77148,11:34:28,-18.420808,58.770815,111.46,1.568,173.51,580.44,0,97,97,2,NA,NA,4,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.35
Hatton Bank,HK,152,51-55,10/07/2008,11:34:28,-18.420808,58.770815,11:39:28,-18.419997,58.770165,96.58,1.696,167.52,583.23,0,98,98,1,NA,NA,4,0.13,0,0,2,0,0,0,0,2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,8,1.02
Rockall Bank,Gully,20,1-5,10/08/2003,15:30:27,-15.835867,55.531617,15:35:27,-15.836283,55.531733,51.36,2.79,143.46,774.32,0,0,0,100,NA,NA,0,0,1,0.01,0,0,0,1,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.69
Rockall Bank,Gully,20,6-10,10/08/2003,15:35:27,-15.836283,55.531733,15:40:27,-15.835267,55.531583,88.05,2.79,246,774.63,0,0,0,100,NA,NA,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
Rockall Bank,Gully,20,11-15,10/08/2003,15:40:27,-15.835267,55.531583,15:42:27,-15.835633,55.531633,29.53,2.79,82.49,776.8,0,0,0,100,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rockall Bank,Gully,26,1-5,12/08/2003,13:41:27,-15.811617,55.507033,13:46:27,-15.812233,55.507033,42.14,2.79,117.71,801.5,0,0,0,100,NA,NA,0,0,3,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02
Rockall Bank,Gully,26,6-10,12/08/2003,13:46:27,-15.812233,55.507033,13:51:27,-15.810683,55.50695,100,2.79,279.36,798.73,0,0,0,100,NA,NA,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.02
Rockall Bank,Gully,26,11-15,12/08/2003,13:51:27,-15.810683,55.50695,13:56:27,-15.810967,55.507,57.63,2.79,160.97,797.21,0,0,0,100,NA,NA,0,0,1,0.01,0,1,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.16
Rockall Bank,Gully,26,16-20,12/08/2003,13:56:27,-15.810967,55.507,14:01:27,-15.8113,55.5069,41.53,2.79,116.03,800.6,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Coral,39,1-5,28/06/2005,14:40:32,-16.014433,55.457283,14:45:32,-16.01455,55.457333,16.98,2.79,47.44,743.58,0,0,52.8,46.2,NA,NA,3,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.55
Rockall Bank,Coral,39,6-10,28/06/2005,14:45:32,-16.01455,55.457333,14:50:32,-16.01465,55.457333,15.78,2.79,44.09,742.58,0,0,81.8,17.6,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
Rockall Bank,Coral,39,11-15,28/06/2005,14:50:32,-16.01465,55.457333,14:55:32,-16.014317,55.4577,47.71,2.79,133.31,750.78,0,0,46,53.2,NA,NA,2,0.01,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.02
Rockall Bank,Coral,39,16-20,28/06/2005,14:55:32,-16.014317,55.4577,15:00:32,-16.014217,55.458117,50.64,2.79,141.49,760.94,0,0,62,37,NA,NA,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1
Rockall Bank,Coral,39,21-25,28/06/2005,15:00:32,-16.014217,55.458117,15:05:32,-16.013667,55.458817,85.52,2.79,238.94,774.04,0,0,21.2,77.8,NA,NA,4,0.43,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.45
Rockall Bank,Coral,39,26-30,28/06/2005,15:05:32,-16.013667,55.458817,15:10:32,-16.013017,55.4595,87.64,2.79,244.8,814.38,0,0,8.6,91.2,NA,NA,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02
Rockall Bank,Gully,39,31-35,28/06/2005,15:10:32,-16.013017,55.4595,15:15:32,-16.011917,55.460567,138.9,2.79,388,826.18,0,0,1.8,98.2,NA,NA,1,0.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.73
Rockall Bank,Gully,39,36-40,28/06/2005,15:15:32,-16.011917,55.460567,15:20:32,-16.01085,55.461767,149.65,2.79,418.06,823.22,0,0,0,100,NA,NA,0,0,2,0.03,1,1,4.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.48
Rockall Bank,Gully,39,41-45,28/06/2005,15:20:32,-16.01085,55.461767,15:25:32,-16.009833,55.462967,149.36,2.79,417.28,825.84,0,0,0,100,NA,NA,4,0.33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.33
Rockall Bank,Gully,39,46-50,28/06/2005,15:25:32,-16.009833,55.462967,15:30:32,-16.010267,55.464017,135.39,2.79,378.21,827.8,0,0,0,100,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rockall Bank,Haas Mound,52,1-5,01/07/2006,07:48:11,-15.81182,55.50102,07:52:39,-15.812083,55.500517,63.18,3.426,216.75,650.18,0,80,80,20,0,0,1,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31
Rockall Bank,Haas Mound,52,6-10,01/07/2006,07:52:39,-15.812083,55.500517,07:57:39,-15.8115,55.499433,127.73,5.152,680.98,626.77,0,100,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rockall Bank,Haas Mound,52,11-15,01/07/2006,07:57:39,-15.8115,55.499433,08:02:39,-15.811733,55.499017,72.15,1.852,131.44,605.8,0,79.4,79.6,20,0,0,1,0.02,0,0,0,0,0,0,0,1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,2,0.37
Rockall Bank,Haas Mound,52,16-20,01/07/2006,08:02:39,-15.811733,55.499017,08:07:39,-15.81135,55.497667,153.21,2.746,420.31,587.03,1.2,87.4,89.2,10.6,0,0,2,0.17,0,0,0,0,0,0,0,1,0.39,0,0,0,0,0,0,0,0,0,0,0,0,3,0.56
Rockall Bank,Haas Mound,52,21-25,01/07/2006,08:07:39,-15.81135,55.497667,08:12:39,-15.810767,55.4967,124.73,8.332,1079.76,580.65,1.4,93,94.8,5,0,0,2,0.45,0,0,0,0,0,0,0,3,0.54,0,0,0,0,0,0,0,0,0,0,0,0,5,0.99
Rockall Bank,Haas Mound,52,26-30,01/07/2006,08:12:39,-15.810767,55.4967,08:17:39,-15.808533,55.49625,152.13,2.086,280.35,575.32,3.8,95.4,100,0,0,0,1,0.33,0,0,0,0,0,0,0,6,0.73,0,0,0,0,0,0,0,0,0,0,0,0,7,1.06
Rockall Bank,Haas Mound,52,31-35,01/07/2006,08:17:39,-15.808533,55.49625,08:22:39,-15.807433,55.495583,103.3,2.086,270.36,567.97,1.2,98.2,100,0,0,0,2,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.55
Rockall Bank,Haas Mound,52,36-40,01/07/2006,08:22:39,-15.807433,55.495583,08:27:39,-15.8061,55.494717,129.31,1.532,209.49,562.4,3.4,95.8,100,0,0,0,1,0.08,0,0,0,0,0,0,0,5,1.04,0,0,0,0,0,0,0,0,0,0,0,0,6,1.12
Rockall Bank,Haas Mound,52,41-45,01/07/2006,08:27:39,-15.8061,55.494717,08:32:39,-15.80535,55.494083,86.13,2.406,223.57,562.15,2,97.2,100,0,0,0,3,0.38,0,0,0,0,0,0,0,4,0.69,0,0,0,0,0,0,0,0,0,0,0,0,7,1.07
Rockall Bank,Haas Mound,52,46-50,01/07/2006,08:32:39,-15.80535,55.494083,08:37:39,-15.804567,55.49315,116.4,1.838,224.26,558.47,1.6,38,40,59.8,0,0,2,0.25,0,0,0,0,0,0,0,4,1.63,0,0,0,0,0,0,0,0,0,0,0,0,6,1.88
Rockall Bank,Haas Mound,52,51-55,01/07/2006,08:37:39,-15.804567,55.49315,08:42:39,-15.8037,55.492117,128.51,3.536,546.88,560.68,0,60,60,39.8,0,0,2,0.08,0,0,0,0,0,1,16.63,3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,6,17.46
Rockall Bank,Haas Mound,52,56-60,01/07/2006,08:42:39,-15.8037,55.492117,08:47:39,-15.803617,55.491683,72.41,3.286,277.9,566.28,12,87.2,100,0,0,0,2,0.32,0,0,0,0,0,0,0,6,1.37,0,0,0,0,0,0,0,0,0,0,0,0,8,1.69
Rockall Bank,Haas Mound,52,61-62,01/07/2006,08:47:39,-15.803617,55.491683,08:49:39,-15.8035,55.491567,36.89360656,2.205,88.25619672,566.4,10,89.5,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0.96,0,0,0,0,0,0,0,0,0,0,0,0,3,0.96
Rockall Bank,Haas Mound,57,1-5,01/07/2006,14:31:18,-15.79678,55.4907,14:35:39,-15.797567,55.491383,91.19,2.224,194.55,631.15,3,96.2,100,0,0,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11
Rockall Bank,Haas Mound,57,6-10,01/07/2006,14:35:39,-15.797567,55.491383,14:40:39,-15.7977,55.49205,76.84,1.746,130.49,607.02,0.8,97,98.6,1.2,0,0,5,0.32,0,0,0,0,0,0,0,0,0,1,13.47,0,0,0,0,0,0,0,0,0,0,6,13.79
Rockall Bank,Haas Mound,57,11-15,01/07/2006,14:40:39,-15.7977,55.49205,14:45:39,-15.79805,55.492967,121.01,2.136,259.26,584.81,7.6,91.4,100,0,0,0,6,0.6,0,0,0,0,0,0,0,1,0.38,0,0,0,0,0,0,0,0,0,0,0,0,7,0.98
Rockall Bank,Haas Mound,57,16-20,01/07/2006,14:45:39,-15.79805,55.492967,14:50:39,-15.7988,55.493933,148.09,3.032,461.62,562.15,4.6,94.4,100,0,0,0,3,0.74,0,0,0,0,0,0,0,2,0.74,0,0,0,0,0,0,0,0,0,0,0,0,5,1.48
Rockall Bank,Haas Mound,57,21-25,01/07/2006,14:50:39,-15.7988,55.493933,14:55:39,-15.799283,55.494917,117.04,2.394,276.19,537.5,5.6,93.6,100,0,0,0,2,0.19,0,0,0,0,0,0,0,8,2.93,0,0,0,0,0,0,0,0,0,0,0,0,10,3.12
Rockall Bank,Haas Mound,57,26-30,01/07/2006,14:55:39,-15.799283,55.494917,15:00:39,-15.79975,55.495483,78.76,2.974,251.26,534.1,8.4,81.6,90.8,9,0,0,2,0.41,0,0,0,0,0,0,0,8,1.64,0,0,0,0,0,0,0,0,0,0,0,0,10,2.05
Rockall Bank,Haas Mound,57,31-35,01/07/2006,15:00:39,-15.79975,55.495483,15:05:39,-15.800433,55.496567,145.08,2.326,337.98,538.48,17.8,54.2,72.8,26.6,0,0,1,0.13,0,0,0,0,0,0,0,21,6.16,0,0,0,0,0,0,0,0,0,0,0,0,22,6.29
Rockall Bank,Haas Mound,57,36-40,01/07/2006,15:05:39,-15.800433,55.496567,15:10:39,-15.80175,55.49745,135.19,2.586,350.39,554.09,9.6,69.2,79.6,20,0,0,0,0,0,0,0,0,0,0,0,16,4.9,0,0,0,0,0,0,0,0,0,0,0,0,16,4.9
Rockall Bank,Haas Mound,57,41-45,01/07/2006,15:10:39,-15.80175,55.49745,15:15:39,-15.80255,55.498333,134.58,3.042,431.3,561.19,11,61.8,93.4,6.4,0,0,1,0.12,0,0,0,0,0,0,0,11,2.72,0,0,0,0,0,0,0,0,0,0,0,0,12,2.84
Rockall Bank,Haas Mound,57,46-48,01/07/2006,15:15:39,-15.80255,55.498333,15:18:39,-15.80365,55.49855,73.15276596,3.183333333,239.0494936,564.1833333,0,0,0,66.66666667,NA,NA,2,0.38,0,0,0,0,0,0,0,1,0.32,0,0,0,0,0,0,0,0,0,0,0,0,3,0.71
Rockall Bank,Haas Mound,62,1-5,02/07/2006,07:31:39,-15.792,55.496717,07:36:39,-15.792817,55.4966,68.36,2.112,137.75,599.14,3,94.2,98,1.8,0,0,2,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.27
Rockall Bank,Haas Mound,62,6-10,02/07/2006,07:36:39,-15.792817,55.4966,07:41:39,-15.794367,55.496383,101.02,1.658,169.56,561.1,5,94.2,100,0,0,0,1,0.2,0,0,0,0,0,0,0,4,0.41,0,0,0,0,0,0,0,0,0,0,0,0,5,0.61
Rockall Bank,Haas Mound,62,11-15,02/07/2006,07:41:39,-15.794367,55.496383,07:46:39,-15.79555,55.49625,76.29,2.286,184.59,550.45,8,91.4,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5
Rockall Bank,Haas Mound,62,16-20,02/07/2006,07:46:39,-15.79555,55.49625,07:51:39,-15.796733,55.496133,76.12,0.948,78.02,551.91,32.4,67,100,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
Rockall Bank,Haas Mound,62,21-25,02/07/2006,07:51:39,-15.796733,55.496133,07:56:39,-15.797733,55.496017,65.42,3.448,222.61,551.09,5.2,92.6,98.4,1.4,0,0,2,0.13,0,0,0,0,0,0,0,5,0.81,0,0,0,0,0,0,0,0,0,0,0,0,7,0.94
Rockall Bank,Haas Mound,62,26-30,02/07/2006,07:56:39,-15.797733,55.496017,08:01:39,-15.798917,55.495867,76.63,2.854,220.33,541.74,15.2,80.4,96.4,3.2,0,0,0,0,0,0,0,0,0,0,0,8,1.74,0,0,0,0,0,0,0,0,0,0,0,0,8,1.74
Rockall Bank,Haas Mound,62,31-35,02/07/2006,08:01:39,-15.798917,55.495867,08:06:39,-15.800067,55.495833,75.33,3.258,255.33,538.02,4.8,94.8,100,0,0,0,2,0.3,0,0,0,0,0,0,0,7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,9,1.21
Rockall Bank,Haas Mound,62,36-40,02/07/2006,08:06:39,-15.800067,55.495833,08:11:39,-15.800817,55.495483,62.23,1.692,105.84,538.02,12.6,86.8,100,0,0,0,3,0.47,0,0,0,0,0,0,0,5,0.44,0,0,0,0,0,0,0,0,0,0,0,0,8,0.92
Rockall Bank,Haas Mound,62,41-45,02/07/2006,08:11:39,-15.800817,55.495483,08:16:39,-15.801817,55.495017,81.68,3.45,276.96,539.79,3.8,95.8,100,0,0,0,1,0.09,0,0,0,0,0,0,0,5,1.15,0,0,0,0,0,0,0,0,0,0,0,0,6,1.24
Rockall Bank,Haas Mound,62,46-50,02/07/2006,08:16:39,-15.801817,55.495017,08:21:39,-15.803017,55.494467,97.3,3.192,321.65,546.84,0,100,100,0,0,0,1,0.42,0,0,0,0,0,0,0,4,2.37,0,0,0,0,0,0,0,0,0,0,0,0,5,2.79
Rockall Bank,Haas Mound,62,51-55,02/07/2006,08:21:39,-15.803017,55.494467,08:26:39,-15.803983,55.493983,81.35,1.504,136.87,557.66,8.4,79.6,88.6,11.2,0,0,0,0,0,0,0,0,0,0,0,3,0.74,0,0,0,0,0,0,0,0,0,0,0,0,3,0.74
Rockall Bank,Haas Mound,62,56-60,02/07/2006,08:26:39,-15.803983,55.493983,08:31:39,-15.805017,55.4935,84.87,3.882,322.49,560.44,6.2,93.2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06
Rockall Bank,Haas Mound,62,61-65,02/07/2006,08:31:39,-15.805017,55.4935,08:36:39,-15.806267,55.4929,103.85,2.682,288.57,553.88,5.6,34,100,0,0,0,1,0.03,0,0,0,0,0,0,0,3,0.91,0,0,0,0,0,0,0,0,0,0,0,0,4,0.94
Rockall Bank,Haas Mound,62,66-67,02/07/2006,08:36:39,-15.806267,55.4929,08:38:39,-15.806667,55.492717,32.89,3.3,109.99,550.8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16
Rockall Bank,Haas Mound,67,1-5,02/07/2006,17:53:39,-15.794867,55.484733,17:58:39,-15.795483,55.48535,99.21372549,7.192,701.4383922,848.47,0,10.4,10.6,89.2,NA,NA,0,0,0,0,0,1,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.03
Rockall Bank,Haas Mound,67,6-10,02/07/2006,17:58:39,-15.795483,55.48535,18:03:39,-15.79645,55.4861,103.94,2.044,213.97,812.86,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,67,11-15,02/07/2006,18:03:39,-15.79645,55.4861,18:08:39,-15.797433,55.486783,98.85,4.58,469.14,778.25,0,20,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,67,16-20,02/07/2006,18:08:39,-15.797433,55.486783,18:13:39,-15.79805,55.4876,99.71,2.168,225.46,748.72,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,67,21-25,02/07/2006,18:13:39,-15.79805,55.4876,18:18:39,-15.79865,55.488283,88.26,1.804,157.58,728.48,0.8,99,100,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33
Rockall Bank,Haas Mound,67,26-30,02/07/2006,18:18:39,-15.79865,55.488283,18:23:39,-15.799583,55.488833,89.21,1.376,125.03,710.67,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,67,31-35,02/07/2006,18:23:39,-15.799583,55.488833,18:28:39,-15.80065,55.48955,105.47,2.64,275.27,725.81,0.2,99.4,100,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05
Rockall Bank,Haas Mound,67,36-40,02/07/2006,18:28:39,-15.80065,55.48955,18:33:39,-15.801533,55.490117,85.99,2.682,238.76,607.76,0,100,100,0,0,0,2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.24
Rockall Bank,Haas Mound,67,41-45,02/07/2006,18:33:39,-15.801533,55.490117,18:38:39,-15.802167,55.490867,93.62,3.06,286.57,572.85,0,100,100,0,0,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.51
Rockall Bank,Haas Mound,67,46-50,02/07/2006,18:38:39,-15.802167,55.490867,18:43:39,-15.8028,55.491583,90.52,3.06,277.1,563.38,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,67,51-52,02/07/2006,18:43:39,-15.8028,55.491583,18:45:39,-15.803067,55.491817,32.89,3.06,100.68,562.75,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,72,1-5,03/07/2006,09:40:39,-15.824783,55.494683,09:45:39,-15.824633,55.494833,58.95,2.292,122.42,828,0,100,100,0,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.13
Rockall Bank,Haas Mound,72,6-10,03/07/2006,09:45:39,-15.824633,55.494833,09:50:39,-15.82285,55.494733,117.98,4.622,499.82,814.58,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,72,11-15,03/07/2006,09:50:39,-15.82285,55.494733,09:55:39,-15.820317,55.494833,164.08,4.66,893.64,765.79,0,100,100,0,0,0,1,0.01,0,0,0,1,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.29
Rockall Bank,Haas Mound,72,16-20,03/07/2006,09:55:39,-15.820317,55.494833,10:00:39,-15.8188,55.49505,104.43,2.658,349.96,717.99,0,100,100,0,0,0,1,0.31,0,0,0,0,0,1,6.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.86
Rockall Bank,Haas Mound,72,21,03/07/2006,10:00:39,-15.8188,55.49505,10:01:39,-15.818383,55.4951,26.85,2.67,71.59,701.15,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockall Bank,Haas Mound,78,1-5,04/07/2006,10:10:39,-15.793667,55.499017,10:15:39,-15.792233,55.4991,103.87,1.786,283.92,625.82,0,99.8,100,0,0,0,2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.24
Rockall Bank,Haas Mound,78,6-10,04/07/2006,10:15:39,-15.792233,55.4991,10:20:39,-15.790017,55.499717,159.82,2.034,334.07,611.41,1,98.6,100,0,0,0,2,0.24,0,0,0,0,0,0,0,3,1.16,0,0,1,3.02,0,0,0,0,0,0,0,0,6,4.42
Rockall Bank,Haas Mound,78,11-15,04/07/2006,10:20:39,-15.790017,55.499717,10:25:39,-15.787967,55.49955,166.74,3.068,714.65,581.88,3.4,96.2,100,0,0,0,3,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.49
Rockall Bank,Haas Mound,78,16-20,04/07/2006,10:25:39,-15.787967,55.49955,10:30:39,-15.786433,55.498783,139.31,2.17,423.69,578.48,2.8,76.8,80,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2
Rockall Bank,Haas Mound,78,21-25,04/07/2006,10:30:39,-15.786433,55.498783,10:35:39,-15.7836,55.4976,222.68,2.826,639.51,619.23,10.4,88.8,100,0,0,0,1,0.04,0,0,0,0,0,0,0,3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,4,0.74
