Region,Habitat,Station,Minute,Date,Start time,Start longitude,Start latitude,End time,End longitude,End latitude,TransectLength_m,AvWidth_m,SurveyArea_m,AvDepth_m,%LCF,%DCF,%CFW,%SEDIMENT+CR,%SEDIMENT, %CR,LEPNO,LEPWEIGHT,SYNNO,SYNWEIGHT,SIGNO,MORANO,MORAWEIGHT,CHIMNO,CHIMWEIGHT,HELINO,HELIWEIGHT,LOPHINO,LOPHIWEIGH,MOLVANO,MOLVAWEIGH,BROSMENO,BROSMEWEIG,HOPLONO,HOPLOWEIGH,PHYCISNO,PHYCISWEIG,PSEUDONO,RAJANO,ALLNO,ALLWEIGHT
Belgica Mound,PM,8,1-5,16/09/2010,11:52:00,-11.7084,51.4485,11:57:00,-11.7079,51.4485,112.26,4.04,453.58,802.157,0,0,0,100,NA,NA,0,0,0,0,0,2,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.84
Belgica Mound,PM,8,6-10,16/09/2010,11:57:00,-11.7079,51.4485,12:02:00,-11.7074,51.4499,160.18,1.81,289.72,795.5005,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,PM,8,11-15,16/09/2010,12:02:00,-11.7074,51.4499,12:07:00,-11.7061,51.4511,173.85,2.88,500.17,774.3405,0,0,0,80,NA,NA,2,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23
Belgica Mound,PM,8,16-20,16/09/2010,12:07:00,-11.7061,51.4511,12:12:00,-11.7046,51.4522,149.68,1.32,197.4,746.211,0,0,0,60,NA,NA,1,0.06,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.06
Belgica Mound,PM,8,21-25,16/09/2010,12:12:00,-11.7046,51.4522,12:17:00,-11.7034,51.4532,144.37,1.51,217.57,721.505,0,0,0,100,NA,NA,1,0.06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.06
Belgica Mound,PM,8,26-30,16/09/2010,12:17:00,-11.7034,51.4532,12:22:00,-11.7024,51.454,116.68,2.43,284.11,695.664,0,0,0,100,NA,NA,2,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.17
Belgica Mound,PM,8,31-35,16/09/2010,12:22:00,-11.7024,51.454,12:27:00,-11.7015,51.455,137.71,1.26,173.19,680.2915,0,16.6,16.6,83,NA,NA,0,0,0,0,1,0,0,0,0,0,0,1,14.85,0,0,0,0,0,0,0,0,0,0,2,14.85
Belgica Mound,PM,8,36-40,16/09/2010,12:27:00,-11.7015,51.455,12:32:00,-11.7004,51.456,158.1,1.38,217.59,677.474,0,0,0,100,NA,NA,3,0.46,0,0,0,1,0.74,0,0,0,0,1,13.16,0,0,0,0,0,0,0,0,0,0,5,14.36
Belgica Mound,PM,8,41-45,16/09/2010,12:32:00,-11.7004,51.456,12:37:00,-11.6994,51.4569,134.89,2.43,328.39,679.5165,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,1,0.16,1,6.47,0,0,0,0,0,0,0,0,0,0,2,6.63
Belgica Mound,PM,8,46-50,16/09/2010,12:37:00,-11.6994,51.4569,12:42:00,-11.6982,51.4582,172.06,2.71,466.81,680.0725,0,0,0,100,NA,NA,4,0.44,0,0,0,0,0,1,0.46,1,0.34,0,0,0,0,0,0,0,0,1,1.29,0,0,7,2.51
Belgica Mound,PM,8,51-55,16/09/2010,12:42:00,-11.6982,51.4582,12:47:00,-11.6969,51.4594,163.63,2.43,398.39,683.169,0,0,0,100,NA,NA,2,0.18,0,0,0,0,0,0,0,0,0,0,0,1,1.71,0,0,0,0,0,0,0,0,3,1.89
Belgica Mound,PM,8,56-60,16/09/2010,12:47:00,-11.6969,51.4594,12:52:00,-11.6957,51.4606,163.63,2.67,437.66,688.106,0,0,0,100,NA,NA,4,0.45,0,0,0,0,0,0,0,1,0.27,0,0,0,0,0,0,0,0,0,0,0,0,5,0.72
Belgica Mound,PM,8,61-65,16/09/2010,12:52:00,-11.6957,51.4606,12:57:00,-11.6944,51.4616,154.55,2.11,326.11,702.975,0,0,0,100,NA,NA,5,0.79,0,0,0,0,0,0,0,1,0.26,0,0,0,0,0,0,0,0,0,0,0,0,6,1.05
Belgica Mound,PM,8,66-70,16/09/2010,12:57:00,-11.6944,51.4616,13:02:00,-11.6931,51.4627,149.68,2,299.18,731.2655,0,0,0,100,NA,NA,3,0.39,0,0,1,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0.49
Belgica Mound,PM,8,71-75,16/09/2010,13:02:00,-11.6931,51.4627,13:07:00,-11.6919,51.4639,154.07,1.7,261.26,760.9225,0,0,0,100,NA,NA,3,0.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.38
Belgica Mound,PM,8,76-80,16/09/2010,13:07:00,-11.6919,51.4639,13:12:00,-11.6907,51.4649,145.01,2.88,417.21,775.7055,0,0,0,80,NA,NA,2,0.23,0,0,1,0,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,4,0.36
Belgica Mound,PM,8,81-85,16/09/2010,13:12:00,-11.6907,51.4649,13:17:00,-11.6896,51.466,156.05,1.43,222.81,772.981,0,0,0,100,NA,NA,2,0.33,0,0,0,0,0,1,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.04
Belgica Mound,PM,8,86-90,16/09/2010,13:17:00,-11.6896,51.466,13:22:00,-11.6883,51.4672,153.44,1.31,200.93,763.5565,0,0,0,100,NA,NA,1,0.13,0,0,0,2,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.41
Belgica Mound,PM,8,91-95,16/09/2010,13:22:00,-11.6883,51.4672,13:27:00,-11.6868,51.4683,167.43,2.21,369.71,752.5955,0,0,0,100,NA,NA,1,0.05,0,0,1,2,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.99
Belgica Mound,PM,8,96-100,16/09/2010,13:27:00,-11.6868,51.4683,13:32:00,-11.6857,51.4694,147.49,0.9,132.75,744.47,0,0,0,100,NA,NA,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04
Belgica Mound,PM,8,101-105,16/09/2010,13:32:00,-11.6857,51.4694,13:37:00,-11.6848,51.4704,136.36,2.21,301.11,740.3445,0,0,0,100,NA,NA,3,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.27
Belgica Mound,PM,8,106,16/09/2010,13:37:00,-11.6848,51.4704,13:38:00,-11.6845,51.4706,24.22,1.94,46.93,738.14,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,PM,11,1-5,16/09/2010,17:47:00,-11.6851,51.4498,17:52:00,-11.6848,51.4497,52.99,4.52,239.55,710.506,0,0,0,80,NA,NA,0,0,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02
Belgica Mound,PM,11,6-10,16/09/2010,17:52:00,-11.6848,51.4497,17:57:00,-11.6868,51.4506,194.69,2.424,478.14,714.88,0,0,0,100,NA,NA,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Belgica Mound,PM,11,11-15,16/09/2010,17:57:00,-11.6868,51.4506,18:02:00,-11.6885,51.4516,164.45,2.164,355.47,724.962,0,0,0,100,NA,NA,6,1.13,0,0,0,1,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.16
Belgica Mound,PM,11,16-20,16/09/2010,18:02:00,-11.6885,51.4516,18:07:00,-11.6901,51.4525,155.11,1.91,297.73,734.305,0,0,0,100,NA,NA,1,0.01,0,0,0,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.16
Belgica Mound,PM,11,21-25,16/09/2010,18:07:00,-11.6901,51.4525,18:12:00,-11.6918,51.4534,155.22,1.75,271.04,739.98,0,0,0,100,NA,NA,1,0.06,0,0,1,2,1.27,1,0.68,0,0,0,0,1,0.77,0,0,0,0,0,0,0,0,6,2.76
Belgica Mound,PM,11,26-30,16/09/2010,18:12:00,-11.6918,51.4534,18:17:00,-11.6935,51.454,150.46,2.09,318.9,743.092,0,0,0,80,NA,NA,1,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.14
Belgica Mound,PM,11,31-35,16/09/2010,18:17:00,-11.6935,51.454,18:22:00,-11.6951,51.4547,146.53,4.14,601.22,737.8235,0,0,0,60,NA,NA,0,0,0,0,0,0,0,0,0,1,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43
Belgica Mound,PM,11,36-40,16/09/2010,18:22:00,-11.6951,51.4547,18:27:00,-11.6966,51.4553,143.37,2.358,335.57,723.2155,0,0,0,100,NA,NA,2,0.31,0,0,0,0,0,0,0,1,0.36,0,0,0,0,0,0,0,0,0,0,0,0,3,0.67
Belgica Mound,PM,11,41-45,16/09/2010,18:27:00,-11.6966,51.4553,18:32:00,-11.6984,51.456,147.43,1.846,271.97,698.378,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,PM,11,46-50,16/09/2010,18:32:00,-11.6984,51.456,18:37:00,-11.6999,51.4568,142,1.028,142.01,680.322,0,0,0,100,NA,NA,3,0.23,0,0,0,2,0.68,0,0,0,0,0,0,1,3.87,0,0,0,0,0,0,0,0,6,4.78
Belgica Mound,PM,11,51-55,16/09/2010,18:37:00,-11.6999,51.4568,18:42:00,-11.7014,51.4574,136.58,1.652,222.09,678.856,0,0,0,100,NA,NA,4,0.44,0,0,0,1,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.85
Belgica Mound,PM,11,56-60,16/09/2010,18:42:00,-11.7014,51.4574,18:47:00,-11.7031,51.4582,145.01,1.548,223.1,702.032,0,0,0,100,NA,NA,5,0.55,0,0,0,1,0.27,0,0,2,0.43,0,0,0,0,0,0,0,0,0,0,0,0,8,1.24
Belgica Mound,PM,11,61-65,16/09/2010,18:47:00,-11.7031,51.4582,18:52:00,-11.7046,51.4588,140.35,2.782,404.05,740.256,0,0.2,0.2,100,NA,NA,6,0.28,0,0,0,1,0.2,0,0,0,0,1,12.35,0,0,0,0,0,0,0,0,0,0,8,12.83
Belgica Mound,PM,11,66-70,16/09/2010,18:52:00,-11.7046,51.4588,18:57:00,-11.706,51.4595,140.34,1.414,204.94,786.8715,0.2,6.4,6.8,92.6,NA,NA,9,1.22,0,0,0,1,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1.77
Belgica Mound,PM,11,71-75,16/09/2010,18:57:00,-11.706,51.4595,19:02:00,-11.7079,51.4602,161.26,2.278,362.41,823.879,0.6,14.4,15.2,84,NA,NA,5,0.61,0,0,0,1,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.03
Belgica Mound,PM,11,76-80,16/09/2010,19:02:00,-11.7079,51.4602,19:07:00,-11.71,51.4611,171.67,2.264,390.86,846.133,0.6,21.4,22.2,77,NA,NA,9,0.64,0,0,1,0,0,1,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.48
Belgica Mound,PM,11,81-85,16/09/2010,19:07:00,-11.71,51.4611,19:12:00,-11.7114,51.4618,138.07,3.812,532.38,860.069,0,7.8,7.8,92,NA,NA,1,0.11,0,0,0,1,2.45,1,3.21,0,0,0,0,1,0.67,0,0,0,0,0,0,0,0,4,6.44
Belgica Mound,PM,11,86-90,16/09/2010,19:12:00,-11.7114,51.4618,19:17:00,-11.7129,51.4625,139.6,2.188,303.03,864.053,0,0,0,100,NA,NA,1,0.07,0,0,0,1,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.99
Belgica Mound,PM,11,91-95,16/09/2010,19:17:00,-11.7129,51.4625,19:22:00,-11.7143,51.4632,134.17,1.768,238.14,867.3165,0,0,0,100,NA,NA,2,0.3,0,0,0,1,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.81
Belgica Mound,PM,11,96-100,16/09/2010,19:22:00,-11.7143,51.4632,19:27:00,-11.7159,51.4637,137.19,1.526,209.31,872.164,0,0,0,100,NA,NA,0,0,1,0.03,0,0,0,0,0,0,0,1,6.77,0,0,0,0,0,0,0,0,0,0,2,6.8
Belgica Mound,PM,11,101-105,16/09/2010,19:27:00,-11.7159,51.4637,19:32:00,-11.7171,51.4644,130.95,1.796,232.97,876.2195,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,PM,11,106,16/09/2010,19:32:00,-11.7171,51.4644,19:33:00,-11.7173,51.4645,20.03,3.72,74.57,877.24,0,0,0,100,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,GM,14,1-5,02/10/2011,07:21:00,-11.7504,51.4442,07:26:00,-11.7505,51.445,108.76,1.844,195.71,891.8325,0,8.6,8.8,90.2,48.436,42.25,1,0.27,1,0.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.28
Belgica Mound,GM,14,6-10,02/10/2011,07:26:00,-11.7505,51.445,07:31:00,-11.7506,51.4456,114.93,1.122,130,889.536,0.6,3.8,5,94,71.322,23.254,3,0.17,0,0,1,0,0,0,0,0,0,1,17.49,0,0,0,0,0,0,0,0,0,0,5,17.66
Belgica Mound,GM,14,11-15,02/10/2011,07:31:00,-11.7506,51.4456,07:36:00,-11.7509,51.4462,129.02,1.094,140.86,886.4395,0,2.8,3,96.4,54.958,41.91,2,0.24,0,0,3,0,0,0,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,6,0.33
Belgica Mound,GM,14,16-20,02/10/2011,07:36:00,-11.7509,51.4462,07:41:00,-11.751,51.4474,137.4,1.258,173.97,877.53,1.4,9.8,11.4,87.6,67.936,20.188,3,0.29,0,0,2,0,0,0,0,1,0.24,0,0,0,0,0,0,0,0,0,0,0,0,6,0.53
Belgica Mound,GM,14,21-25,02/10/2011,07:41:00,-11.751,51.4474,07:46:00,-11.7514,51.4482,121.1,1.342,163.86,861.4715,4.4,20,24.4,74.6,64.792,10.204,3,0.57,1,0.01,1,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,6,0.66
Belgica Mound,GM,14,26-30,02/10/2011,07:46:00,-11.7514,51.4482,07:51:00,-11.7517,51.4491,117.14,1.294,151.01,835.515,2,35.6,38,61,36.466,25.246,5,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.82
Belgica Mound,GM,14,31-35,02/10/2011,07:51:00,-11.7517,51.4491,07:56:00,-11.7521,51.4498,108.76,1.152,128.44,807.143,3.4,29.8,33.4,46,16.015,41.8525,8,0.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0.91
Belgica Mound,GM,14,36-40,02/10/2011,07:56:00,-11.7521,51.4498,08:01:00,-11.7526,51.4507,125.12,1.398,179.14,793.9735,13,61.2,74.8,24.2,10.718,13.99,6,1.12,0,0,0,1,0,0,0,3,0.42,1,21.21,0,0,0,0,0,0,0,0,0,0,11,22.74
Belgica Mound,GM,14,41-45,02/10/2011,08:01:00,-11.7526,51.4507,08:06:00,-11.7531,51.4515,114.93,1.44,164.76,787.406,16,59,76,23.2,7.27,16.448,9,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.53
Belgica Mound,GM,14,46-50,02/10/2011,08:06:00,-11.7531,51.4515,08:11:00,-11.7535,51.4523,110.74,2.114,234.96,790.8615,5.4,41.4,47.6,51.4,17.774,34.346,5,0.95,0,0,0,0,0,0,0,1,0.72,0,0,1,1.71,0,0,0,0,0,0,0,0,7,3.39
Belgica Mound,GM,14,51-55,02/10/2011,08:11:00,-11.7535,51.4523,08:16:00,-11.754,51.4531,114.93,1.954,224.42,802.6045,1.4,27.2,29,70.2,16.164,54.526,11,1.58,0,0,0,0,0,0,0,0,0,2,39.35,0,0,0,0,0,0,0,0,0,0,13,40.93
Belgica Mound,GM,14,56-60,02/10/2011,08:16:00,-11.754,51.4531,08:21:00,-11.7536,51.4537,93.54,1.392,126.36,802.1415,5.4,34,40,59,14.544,44.938,2,0.12,0,0,0,1,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.1
Belgica Mound,GM,14,61-65,02/10/2011,08:21:00,-11.7536,51.4537,08:26:00,-11.753,51.4545,118.89,1.288,154.56,800.76,9.2,58.8,68.6,30.4,7.782,23.308,5,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.59
Belgica Mound,GM,14,66-70,02/10/2011,08:26:00,-11.753,51.4545,08:31:00,-11.7525,51.4551,120.87,1.388,168.37,806.9255,6.8,26.2,33,66.2,5.674,60.828,4,0.29,0,0,0,1,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.55
Belgica Mound,GM,14,71-75,02/10/2011,08:31:00,-11.7525,51.4551,08:36:00,-11.7518,51.4558,122.85,1.558,190.84,819.8975,1.4,18.8,20.8,78.6,3.414,75.68,8,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.92
Belgica Mound,GM,14,76-80,02/10/2011,08:36:00,-11.7518,51.4558,08:41:00,-11.7523,51.4567,120.69,1.812,221.19,840.9885,0.4,21.2,21.8,77.2,7.958,69.946,8,0.73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0.73
Belgica Mound,GM,14,81-85,02/10/2011,08:41:00,-11.7523,51.4567,08:46:00,-11.7532,51.4575,117.44,1.604,187.02,857.173,2.4,36.6,39.6,59.4,17.322,42.518,6,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.65
Belgica Mound,GM,14,86-90,02/10/2011,08:46:00,-11.7532,51.4575,08:51:00,-11.7541,51.4581,116.68,1.702,201.38,876.7445,4.4,26.2,31,68,21.872,46.542,9,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.18
Belgica Mound,GM,14,91-95,02/10/2011,08:51:00,-11.7541,51.4581,08:56:00,-11.755,51.4588,118.66,1.618,192.99,892.909,6.8,52.8,60.2,38.8,11.336,28.208,3,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.39
Belgica Mound,GM,14,96-100,02/10/2011,08:56:00,-11.755,51.4588,09:01:00,-11.7561,51.4596,123.32,1.594,196.76,902.5105,8.4,59,67.6,31.4,15.316,16.396,3,0.61,0,0,0,2,5.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.45
Belgica Mound,GM,14,101-105,02/10/2011,09:01:00,-11.7561,51.4596,09:06:00,-11.7571,51.4604,121.35,1.842,226.47,913.1125,4.6,51,56.2,42.8,18.428,24.828,4,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.69
Belgica Mound,GM,14,106-110,02/10/2011,09:06:00,-11.7571,51.4604,09:11:00,-11.7581,51.4612,121.35,1.944,229.05,922.1015,1,45.6,47.4,51.6,24.26,28.038,7,1.06,0,0,0,0,0,0,0,1,0.28,0,0,0,0,0,0,0,0,0,0,0,0,8,1.34
Belgica Mound,GM,14,111-115,02/10/2011,09:11:00,-11.7581,51.4612,09:16:00,-11.759,51.4619,116.68,1.696,196.67,935.8145,1.8,46,48.2,50.8,29.872,21.258,7,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1.47
Belgica Mound,GM,14,116-120,02/10/2011,09:16:00,-11.759,51.4619,09:21:00,-11.7595,51.4626,110.74,1.502,164.46,950.814,1.4,40.4,42.2,56.8,26.702,30.624,3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.38
Belgica Mound,GM,14,121-125,02/10/2011,09:21:00,-11.7595,51.4626,09:26:00,-11.7596,51.4634,113.18,1.308,147.45,959.8745,0.2,16.4,16.8,82.2,40.236,42.498,5,0.38,4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.42
Belgica Mound,GM,14,126-130,02/10/2011,09:26:00,-11.7596,51.4634,09:31:00,-11.7596,51.4644,111.2,1.302,144.72,964.3475,0.6,21.4,22.4,76.8,34.202,43.094,2,0.24,5,0.04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.28
Belgica Mound,GM,14,131-135,02/10/2011,09:31:00,-11.7596,51.4644,09:36:00,-11.7597,51.4651,113.18,1.446,163.68,966.9065,0.4,26.6,27,72,29.85,42.426,5,0.66,1,0,1,0,0,0,0,1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,8,0.78
Belgica Mound,GM,14,136-140,02/10/2011,09:36:00,-11.7597,51.4651,09:41:00,-11.7599,51.4656,88.92,1.348,118.12,966.328,0.6,26.8,27.6,71.4,29.242,42.738,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01
Belgica Mound,GM,14,141-145,02/10/2011,09:41:00,-11.7599,51.4656,09:46:00,-11.76,51.4662,128.26,1.544,207.07,966.2075,2,21,23.2,75.8,45.126,31.344,3,0.22,9,0.12,0,1,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4.39
Belgica Mound,GM,14,146-150,02/10/2011,09:46:00,-11.76,51.4662,09:51:00,-11.7628,51.4667,206.24,1.444,305.76,974.0275,0.2,10.4,10.6,88.6,65.312,23.73,1,0.22,7,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.26
Belgica Mound,GM,14,151-155,02/10/2011,09:51:00,-11.7628,51.4667,09:56:00,-11.7646,51.4666,117.76,1.25,141.83,982.2695,0,15.6,15.8,83.2,54.758,28.836,6,1.06,8,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.13
Belgica Mound,GM,14,156-160,02/10/2011,09:56:00,-11.7646,51.4666,10:01:00,-11.7657,51.4665,87.02,1.424,119.53,984.1035,0,15.2,15.6,83.8,63.18,21.056,3,0.23,5,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.27
Belgica Mound,GM,14,161-165,02/10/2011,10:01:00,-11.7657,51.4665,10:06:00,-11.7664,51.4665,69.25,1.178,81.54,984.0945,0,10.2,10.2,89.4,84.388,5.172,4,0.56,7,0.11,0,0,0,0,0,1,0.19,0,0,0,0,0,0,0,0,0,0,0,0,12,0.85
Belgica Mound,GM,14,166-169,02/10/2011,10:06:00,-11.7664,51.4665,10:10:00,-11.7672,51.4664,67.78,1.2875,85.1,984.38,0,1,1,98.5,98.8475,0,2,0.23,8,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.28
Belgica Mound,OM,17,1-5,02/10/2011,14:28:00,-11.6869,51.5042,14:33:00,-11.6869,51.5039,90.56,1.856,143.93,773.596,0,0,0,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgica Mound,OM,17,6-10,02/10/2011,14:33:00,-11.6869,51.5039,14:38:00,-11.688,51.5039,116.62,0.978,112.57,775.7655,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,OM,17,11-15,02/10/2011,14:38:00,-11.688,51.5039,14:43:00,-11.6891,51.5048,143.31,1.044,149.13,779.663,0,0,0,100,100,0,0,0,1,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.01
Belgica Mound,OM,17,16-20,02/10/2011,14:43:00,-11.6891,51.5048,14:48:00,-11.6899,51.5059,143.86,1.036,150.53,782.2095,0,0,0,100,100,0,2,0.23,1,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.24
Belgica Mound,OM,17,21-25,02/10/2011,14:48:00,-11.6899,51.5059,14:53:00,-11.691,51.5071,154.04,1,156.24,785.976,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,OM,17,26-30,02/10/2011,14:53:00,-11.691,51.5071,14:58:00,-11.6923,51.5081,147.62,1.148,169.6,789.9345,0,0,0,100,100,0,3,0.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.26
Belgica Mound,OM,17,31-35,02/10/2011,14:58:00,-11.6923,51.5081,15:03:00,-11.6939,51.5092,171.37,1.44,244.47,793.923,0,0,0,100,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Belgica Mound,OM,17,36-40,02/10/2011,15:03:00,-11.6939,51.5092,15:08:00,-11.6956,51.5102,168.84,1.446,249.51,795.797,0,0,0,100,100,0,4,0.27,0,0,0,0,0,0,0,1,0.82,0,0,1,0.6,0,0,0,0,0,0,0,0,6,1.68
Belgica Mound,OM,17,41-45,02/10/2011,15:08:00,-11.6956,51.5102,15:13:00,-11.6974,51.5109,158.14,1.028,161.89,795.1585,0,0,0,100,100,0,0,0,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01
Belgica Mound,OM,17,46-50,02/10/2011,15:13:00,-11.6974,51.5109,15:18:00,-11.699,51.5117,146.42,0.996,146.51,792.5465,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgica Mound,OM,17,51-55,02/10/2011,15:18:00,-11.699,51.5117,15:23:00,-11.7009,51.5126,173.5,1.2,208.01,787.802,0,0,0,100,100,0,1,0.51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.51
Belgica Mound,OM,17,56-60,02/10/2011,15:23:00,-11.7009,51.5126,15:28:00,-11.7027,51.5135,162.05,1.24,197.99,782.481,0,0,0,100,100,0,1,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06
Belgica Mound,OM,17,61-65,02/10/2011,15:28:00,-11.7027,51.5135,15:33:00,-11.7043,51.5143,153.49,0.976,145.14,779.337,0,0,0,100,100,0,1,0.11,1,0.01,0,0,0,1,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.31
Belgica Mound,OM,17,66-70,02/10/2011,15:33:00,-11.7043,51.5143,15:38:00,-11.7059,51.5152,155,1.016,157.72,777.97,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Belgica Mound,OM,17,71-75,02/10/2011,15:38:00,-11.7059,51.5152,15:43:00,-11.7076,51.5161,152.73,1.222,189.87,779.0045,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53,0,0,0,0,0,0,0,0,1,0.53
